"","Xloc","Yloc","Landuse","Rock"
"3221",3.1,5.35,"Tillage","Kimmeridgian"
"3222",3.1,5.4,"Meadow","Kimmeridgian"
"3223",3.15,0.7,"Meadow","Kimmeridgian"
"3224",3.15,0.75,"Meadow","Kimmeridgian"
"3225",3.15,0.8,"Meadow","Kimmeridgian"
"3226",3.15,0.85,"Pasture","Sequanian"
"3227",3.15,0.9,"Pasture","Sequanian"
"3228",3.15,0.95,"Pasture","Sequanian"
"3229",3.15,1,"Pasture","Sequanian"
"3230",3.15,1.05,"Pasture","Sequanian"
"3231",3.15,1.1,"Meadow","Sequanian"
"3232",3.15,1.15,"Meadow","Sequanian"
"3233",3.15,1.2,"Meadow","Sequanian"
"3234",3.15,1.25,"Meadow","Sequanian"
"3235",3.15,1.3,"Meadow","Sequanian"
"3236",3.15,1.35,"Meadow","Sequanian"
"3237",3.15,1.4,"Meadow","Sequanian"
"3238",3.15,1.45,"Meadow","Sequanian"
"3239",3.15,1.5,"Meadow","Sequanian"
"3240",3.15,1.55,"Meadow","Sequanian"
"3241",3.15,1.6,"Meadow","Sequanian"
"3242",3.15,1.65,"Meadow","Sequanian"
"3243",3.15,1.7,"Forest","Sequanian"
"3244",3.15,1.75,"Forest","Sequanian"
"3245",3.15,1.8,"Forest","Sequanian"
"3246",3.15,1.85,"Forest","Kimmeridgian"
"3247",3.15,1.9,"Forest","Kimmeridgian"
"3248",3.15,1.95,"Meadow","Kimmeridgian"
"3249",3.15,2,"Meadow","Kimmeridgian"
"3250",3.15,2.05,"Meadow","Kimmeridgian"
"3251",3.15,2.1,"Meadow","Kimmeridgian"
"3252",3.15,2.15,"Meadow","Quaternary"
"3253",3.15,2.2,"Meadow","Quaternary"
"3254",3.15,2.25,"Meadow","Quaternary"
"3255",3.15,2.3,"Forest","Portlandian"
"3256",3.15,2.35,"Forest","Portlandian"
"3257",3.15,2.4,"Forest","Portlandian"
"3258",3.15,2.45,"Forest","Portlandian"
"3259",3.15,2.5,"Forest","Portlandian"
"3260",3.15,2.55,"Forest","Sequanian"
"3261",3.15,2.6,"Forest","Sequanian"
"3262",3.15,2.65,"Meadow","Sequanian"
"3263",3.15,2.7,"Meadow","Sequanian"
"3264",3.15,2.75,"Meadow","Sequanian"
"3265",3.15,2.8,"Pasture","Sequanian"
"3266",3.15,2.85,"Pasture","Sequanian"
"3267",3.15,2.9,"Pasture","Quaternary"
"3268",3.15,2.95,"Pasture","Quaternary"
"3269",3.15,3,"Meadow","Quaternary"
"3270",3.15,3.05,"Meadow","Quaternary"
"3271",3.15,3.1,"Meadow","Quaternary"
"3272",3.15,3.15,"Meadow","Kimmeridgian"
"3273",3.15,3.2,"Meadow","Kimmeridgian"
"3274",3.15,3.25,"Meadow","Kimmeridgian"
"3275",3.15,3.3,"Pasture","Kimmeridgian"
"3276",3.15,3.35,"Pasture","Kimmeridgian"
"3277",3.15,3.4,"Pasture","Kimmeridgian"
"3278",3.15,3.45,"Pasture","Kimmeridgian"
"3279",3.15,3.5,"Pasture","Kimmeridgian"
"3280",3.15,3.55,"Pasture","Kimmeridgian"
"3281",3.15,3.6,"Pasture","Kimmeridgian"
"3282",3.15,3.65,"Meadow","Kimmeridgian"
"3283",3.15,3.7,"Meadow","Kimmeridgian"
"3284",3.15,3.75,"Meadow","Sequanian"
"3285",3.15,3.8,"Meadow","Sequanian"
"3286",3.15,3.85,"Meadow","Sequanian"
"3287",3.15,3.9,"Meadow","Sequanian"
"3288",3.15,3.95,"Meadow","Sequanian"
"3289",3.15,4,"Meadow","Sequanian"
"3290",3.15,4.05,"Meadow","Argovian"
"3291",3.15,4.1,"Meadow","Argovian"
"3292",3.15,4.15,"Meadow","Argovian"
"3293",3.15,4.2,"Meadow","Argovian"
"3294",3.15,4.25,"Meadow","Argovian"
"3295",3.15,4.3,"Meadow","Argovian"
"3296",3.15,4.35,"Meadow","Argovian"
"3297",3.15,4.4,"Meadow","Quaternary"
"3298",3.15,4.45,"Meadow","Quaternary"
"3299",3.15,4.5,"Meadow","Quaternary"
"3300",3.15,4.55,"Meadow","Quaternary"
"3301",3.15,4.6,"Meadow","Quaternary"
"3302",3.15,4.65,"Pasture","Argovian"
"3303",3.15,4.7,"Pasture","Argovian"
"3304",3.15,4.75,"Pasture","Argovian"
"3305",3.15,4.8,"Meadow","Argovian"
"3306",3.15,4.85,"Meadow","Argovian"
"3307",3.15,4.9,"Meadow","Argovian"
"3308",3.15,4.95,"Meadow","Argovian"
"3309",3.15,5,"Meadow","Sequanian"
"3310",3.15,5.05,"Tillage","Sequanian"
"3311",3.15,5.1,"Tillage","Sequanian"
"3312",3.15,5.15,"Tillage","Quaternary"
"3313",3.15,5.2,"Tillage","Quaternary"
"3314",3.15,5.25,"Tillage","Kimmeridgian"
"3315",3.15,5.3,"Tillage","Kimmeridgian"
"3316",3.15,5.35,"Tillage","Kimmeridgian"
"3317",3.15,5.4,"Meadow","Kimmeridgian"
"3318",3.15,5.45,"Meadow","Kimmeridgian"
"3319",3.2,0.7,"Meadow","Kimmeridgian"
"3320",3.2,0.75,"Meadow","Kimmeridgian"
"3321",3.2,0.8,"Meadow","Kimmeridgian"
"3322",3.2,0.85,"Pasture","Sequanian"
"3323",3.2,0.9,"Pasture","Sequanian"
"3324",3.2,0.95,"Pasture","Sequanian"
"3325",3.2,1,"Pasture","Sequanian"
"3326",3.2,1.05,"Pasture","Sequanian"
"3327",3.2,1.1,"Meadow","Sequanian"
"3328",3.2,1.15,"Meadow","Sequanian"
"3329",3.2,1.2,"Meadow","Sequanian"
"3330",3.2,1.25,"Meadow","Sequanian"
"3331",3.2,1.3,"Meadow","Sequanian"
"3332",3.2,1.35,"Meadow","Sequanian"
"3333",3.2,1.4,"Meadow","Sequanian"
"3334",3.2,1.45,"Meadow","Sequanian"
"3335",3.2,1.5,"Meadow","Sequanian"
"3336",3.2,1.55,"Meadow","Sequanian"
"3337",3.2,1.6,"Meadow","Sequanian"
"3338",3.2,1.65,"Meadow","Sequanian"
"3339",3.2,1.7,"Forest","Sequanian"
"3340",3.2,1.75,"Forest","Sequanian"
"3341",3.2,1.8,"Forest","Sequanian"
"3342",3.2,1.85,"Forest","Kimmeridgian"
"3343",3.2,1.9,"Forest","Kimmeridgian"
"3344",3.2,1.95,"Meadow","Kimmeridgian"
"3345",3.2,2,"Meadow","Kimmeridgian"
"3346",3.2,2.05,"Meadow","Kimmeridgian"
"3347",3.2,2.1,"Meadow","Kimmeridgian"
"3348",3.2,2.15,"Meadow","Quaternary"
"3349",3.2,2.2,"Meadow","Quaternary"
"3350",3.2,2.25,"Meadow","Quaternary"
"3351",3.2,2.3,"Forest","Portlandian"
"3352",3.2,2.35,"Forest","Portlandian"
"3353",3.2,2.4,"Forest","Portlandian"
"3354",3.2,2.45,"Forest","Portlandian"
"3355",3.2,2.5,"Forest","Portlandian"
"3356",3.2,2.55,"Forest","Sequanian"
"3357",3.2,2.6,"Forest","Sequanian"
"3358",3.2,2.65,"Meadow","Sequanian"
"3359",3.2,2.7,"Meadow","Sequanian"
"3360",3.2,2.75,"Meadow","Sequanian"
"3361",3.2,2.8,"Pasture","Sequanian"
"3362",3.2,2.85,"Pasture","Sequanian"
"3363",3.2,2.9,"Pasture","Quaternary"
"3364",3.2,2.95,"Pasture","Quaternary"
"3365",3.2,3,"Meadow","Quaternary"
"3366",3.2,3.05,"Meadow","Quaternary"
"3367",3.2,3.1,"Meadow","Quaternary"
"3368",3.2,3.15,"Meadow","Kimmeridgian"
"3369",3.2,3.2,"Meadow","Kimmeridgian"
"3370",3.2,3.25,"Meadow","Kimmeridgian"
"3371",3.2,3.3,"Pasture","Kimmeridgian"
"3372",3.2,3.35,"Pasture","Kimmeridgian"
"3373",3.2,3.4,"Pasture","Kimmeridgian"
"3374",3.2,3.45,"Pasture","Kimmeridgian"
"3375",3.2,3.5,"Pasture","Kimmeridgian"
"3376",3.2,3.55,"Pasture","Kimmeridgian"
"3377",3.2,3.6,"Pasture","Kimmeridgian"
"3378",3.2,3.65,"Meadow","Kimmeridgian"
"3379",3.2,3.7,"Meadow","Kimmeridgian"
"3380",3.2,3.75,"Meadow","Sequanian"
"3381",3.2,3.8,"Meadow","Sequanian"
"3382",3.2,3.85,"Meadow","Sequanian"
"3383",3.2,3.9,"Meadow","Sequanian"
"3384",3.2,3.95,"Meadow","Sequanian"
"3385",3.2,4,"Meadow","Sequanian"
"3386",3.2,4.05,"Meadow","Argovian"
"3387",3.2,4.1,"Meadow","Argovian"
"3388",3.2,4.15,"Meadow","Argovian"
"3389",3.2,4.2,"Meadow","Argovian"
"3390",3.2,4.25,"Meadow","Argovian"
"3391",3.2,4.3,"Meadow","Argovian"
"3392",3.2,4.35,"Meadow","Argovian"
"3393",3.2,4.4,"Meadow","Quaternary"
"3394",3.2,4.45,"Meadow","Quaternary"
"3395",3.2,4.5,"Meadow","Quaternary"
"3396",3.2,4.55,"Meadow","Quaternary"
"3397",3.2,4.6,"Meadow","Quaternary"
"3398",3.2,4.65,"Pasture","Argovian"
"3399",3.2,4.7,"Pasture","Argovian"
"3400",3.2,4.75,"Pasture","Argovian"
"3401",3.2,4.8,"Meadow","Argovian"
"3402",3.2,4.85,"Meadow","Argovian"
"3403",3.2,4.9,"Meadow","Argovian"
"3404",3.2,4.95,"Meadow","Argovian"
"3405",3.2,5,"Meadow","Sequanian"
"3406",3.2,5.05,"Tillage","Sequanian"
"3407",3.2,5.1,"Tillage","Sequanian"
"3408",3.2,5.15,"Tillage","Quaternary"
"3409",3.2,5.2,"Tillage","Quaternary"
"3410",3.2,5.25,"Tillage","Kimmeridgian"
"3411",3.2,5.3,"Tillage","Kimmeridgian"
"3412",3.2,5.35,"Tillage","Kimmeridgian"
"3413",3.2,5.4,"Meadow","Kimmeridgian"
"3414",3.2,5.45,"Meadow","Kimmeridgian"
"3415",3.2,5.5,"Meadow","Kimmeridgian"
"3416",3.25,0.75,"Meadow","Kimmeridgian"
"3417",3.25,0.8,"Meadow","Kimmeridgian"
"3418",3.25,0.85,"Pasture","Kimmeridgian"
"3419",3.25,0.9,"Pasture","Kimmeridgian"
"3420",3.25,0.95,"Pasture","Kimmeridgian"
"3421",3.25,1,"Pasture","Sequanian"
"3422",3.25,1.05,"Pasture","Sequanian"
"3423",3.25,1.1,"Meadow","Sequanian"
"3424",3.25,1.15,"Meadow","Sequanian"
"3425",3.25,1.2,"Pasture","Sequanian"
"3426",3.25,1.25,"Pasture","Sequanian"
"3427",3.25,1.3,"Pasture","Sequanian"
"3428",3.25,1.35,"Meadow","Sequanian"
"3429",3.25,1.4,"Meadow","Sequanian"
"3430",3.25,1.45,"Meadow","Sequanian"
"3431",3.25,1.5,"Meadow","Sequanian"
"3432",3.25,1.55,"Meadow","Sequanian"
"3433",3.25,1.6,"Meadow","Sequanian"
"3434",3.25,1.65,"Meadow","Sequanian"
"3435",3.25,1.7,"Meadow","Sequanian"
"3436",3.25,1.75,"Meadow","Sequanian"
"3437",3.25,1.8,"Forest","Sequanian"
"3438",3.25,1.85,"Forest","Kimmeridgian"
"3439",3.25,1.9,"Forest","Kimmeridgian"
"3440",3.25,1.95,"Forest","Kimmeridgian"
"3441",3.25,2,"Forest","Kimmeridgian"
"3442",3.25,2.05,"Meadow","Kimmeridgian"
"3443",3.25,2.1,"Meadow","Kimmeridgian"
"3444",3.25,2.15,"Meadow","Quaternary"
"3445",3.25,2.2,"Meadow","Quaternary"
"3446",3.25,2.25,"Pasture","Quaternary"
"3447",3.25,2.3,"Pasture","Quaternary"
"3448",3.25,2.35,"Pasture","Quaternary"
"3449",3.25,2.4,"Forest","Portlandian"
"3450",3.25,2.45,"Forest","Portlandian"
"3451",3.25,2.5,"Forest","Portlandian"
"3452",3.25,2.55,"Forest","Kimmeridgian"
"3453",3.25,2.6,"Forest","Kimmeridgian"
"3454",3.25,2.65,"Meadow","Sequanian"
"3455",3.25,2.7,"Meadow","Sequanian"
"3456",3.25,2.75,"Meadow","Sequanian"
"3457",3.25,2.8,"Pasture","Sequanian"
"3458",3.25,2.85,"Pasture","Sequanian"
"3459",3.25,2.9,"Pasture","Quaternary"
"3460",3.25,2.95,"Pasture","Quaternary"
"3461",3.25,3,"Meadow","Quaternary"
"3462",3.25,3.05,"Meadow","Quaternary"
"3463",3.25,3.1,"Meadow","Quaternary"
"3464",3.25,3.15,"Meadow","Kimmeridgian"
"3465",3.25,3.2,"Meadow","Kimmeridgian"
"3466",3.25,3.25,"Meadow","Kimmeridgian"
"3467",3.25,3.3,"Pasture","Kimmeridgian"
"3468",3.25,3.35,"Pasture","Kimmeridgian"
"3469",3.25,3.4,"Pasture","Kimmeridgian"
"3470",3.25,3.45,"Pasture","Kimmeridgian"
"3471",3.25,3.5,"Pasture","Kimmeridgian"
"3472",3.25,3.55,"Pasture","Kimmeridgian"
"3473",3.25,3.6,"Pasture","Kimmeridgian"
"3474",3.25,3.65,"Meadow","Kimmeridgian"
"3475",3.25,3.7,"Meadow","Kimmeridgian"
"3476",3.25,3.75,"Meadow","Sequanian"
"3477",3.25,3.8,"Meadow","Sequanian"
"3478",3.25,3.85,"Meadow","Sequanian"
"3479",3.25,3.9,"Meadow","Sequanian"
"3480",3.25,3.95,"Meadow","Sequanian"
"3481",3.25,4,"Meadow","Sequanian"
"3482",3.25,4.05,"Meadow","Sequanian"
"3483",3.25,4.1,"Meadow","Sequanian"
"3484",3.25,4.15,"Meadow","Argovian"
"3485",3.25,4.2,"Meadow","Argovian"
"3486",3.25,4.25,"Meadow","Argovian"
"3487",3.25,4.3,"Meadow","Argovian"
"3488",3.25,4.35,"Meadow","Argovian"
"3489",3.25,4.4,"Meadow","Quaternary"
"3490",3.25,4.45,"Meadow","Quaternary"
"3491",3.25,4.5,"Meadow","Quaternary"
"3492",3.25,4.55,"Meadow","Quaternary"
"3493",3.25,4.6,"Meadow","Quaternary"
"3494",3.25,4.65,"Pasture","Argovian"
"3495",3.25,4.7,"Pasture","Argovian"
"3496",3.25,4.75,"Pasture","Argovian"
"3497",3.25,4.8,"Pasture","Argovian"
"3498",3.25,4.85,"Pasture","Argovian"
"3499",3.25,4.9,"Pasture","Argovian"
"3500",3.25,4.95,"Pasture","Argovian"
"3501",3.25,5,"Pasture","Argovian"
"3502",3.25,5.05,"Pasture","Sequanian"
"3503",3.25,5.1,"Pasture","Sequanian"
"3504",3.25,5.15,"Meadow","Sequanian"
"3505",3.25,5.2,"Meadow","Sequanian"
"3506",3.25,5.25,"Tillage","Kimmeridgian"
"3507",3.25,5.3,"Tillage","Kimmeridgian"
"3508",3.25,5.35,"Tillage","Kimmeridgian"
"3509",3.25,5.4,"Meadow","Kimmeridgian"
"3510",3.25,5.45,"Meadow","Kimmeridgian"
"3511",3.25,5.5,"Meadow","Kimmeridgian"
"3512",3.3,0.8,"Meadow","Kimmeridgian"
"3513",3.3,0.85,"Pasture","Kimmeridgian"
"3514",3.3,0.9,"Pasture","Kimmeridgian"
"3515",3.3,0.95,"Pasture","Kimmeridgian"
"3516",3.3,1,"Pasture","Sequanian"
"3517",3.3,1.05,"Pasture","Sequanian"
"3518",3.3,1.1,"Meadow","Sequanian"
"3519",3.3,1.15,"Meadow","Sequanian"
"3520",3.3,1.2,"Pasture","Sequanian"
"3521",3.3,1.25,"Pasture","Sequanian"
"3522",3.3,1.3,"Pasture","Sequanian"
"3523",3.3,1.35,"Meadow","Sequanian"
"3524",3.3,1.4,"Meadow","Sequanian"
"3525",3.3,1.45,"Meadow","Sequanian"
"3526",3.3,1.5,"Meadow","Sequanian"
"3527",3.3,1.55,"Meadow","Sequanian"
"3528",3.3,1.6,"Meadow","Sequanian"
"3529",3.3,1.65,"Meadow","Sequanian"
"3530",3.3,1.7,"Meadow","Sequanian"
"3531",3.3,1.75,"Meadow","Sequanian"
"3532",3.3,1.8,"Meadow","Sequanian"
"3533",3.3,1.85,"Pasture","Kimmeridgian"
"3534",3.3,1.9,"Pasture","Kimmeridgian"
"3535",3.3,1.95,"Forest","Kimmeridgian"
"3536",3.3,2,"Forest","Kimmeridgian"
"3537",3.3,2.05,"Meadow","Kimmeridgian"
"3538",3.3,2.1,"Meadow","Kimmeridgian"
"3539",3.3,2.15,"Meadow","Quaternary"
"3540",3.3,2.2,"Meadow","Quaternary"
"3541",3.3,2.25,"Pasture","Quaternary"
"3542",3.3,2.3,"Pasture","Quaternary"
"3543",3.3,2.35,"Pasture","Quaternary"
"3544",3.3,2.4,"Pasture","Portlandian"
"3545",3.3,2.45,"Pasture","Portlandian"
"3546",3.3,2.5,"Forest","Portlandian"
"3547",3.3,2.55,"Forest","Kimmeridgian"
"3548",3.3,2.6,"Forest","Kimmeridgian"
"3549",3.3,2.65,"Meadow","Sequanian"
"3550",3.3,2.7,"Meadow","Sequanian"
"3551",3.3,2.75,"Meadow","Sequanian"
"3552",3.3,2.8,"Meadow","Sequanian"
"3553",3.3,2.85,"Meadow","Sequanian"
"3554",3.3,2.9,"Meadow","Quaternary"
"3555",3.3,2.95,"Meadow","Quaternary"
"3556",3.3,3,"Meadow","Quaternary"
"3557",3.3,3.05,"Meadow","Quaternary"
"3558",3.3,3.1,"Pasture","Quaternary"
"3559",3.3,3.15,"Pasture","Quaternary"
"3560",3.3,3.2,"Pasture","Quaternary"
"3561",3.3,3.25,"Pasture","Quaternary"
"3562",3.3,3.3,"Pasture","Kimmeridgian"
"3563",3.3,3.35,"Pasture","Kimmeridgian"
"3564",3.3,3.4,"Pasture","Kimmeridgian"
"3565",3.3,3.45,"Pasture","Kimmeridgian"
"3566",3.3,3.5,"Meadow","Kimmeridgian"
"3567",3.3,3.55,"Meadow","Kimmeridgian"
"3568",3.3,3.6,"Meadow","Kimmeridgian"
"3569",3.3,3.65,"Meadow","Kimmeridgian"
"3570",3.3,3.7,"Meadow","Kimmeridgian"
"3571",3.3,3.75,"Meadow","Kimmeridgian"
"3572",3.3,3.8,"Meadow","Kimmeridgian"
"3573",3.3,3.85,"Meadow","Kimmeridgian"
"3574",3.3,3.9,"Meadow","Sequanian"
"3575",3.3,3.95,"Meadow","Sequanian"
"3576",3.3,4,"Meadow","Sequanian"
"3577",3.3,4.05,"Meadow","Sequanian"
"3578",3.3,4.1,"Meadow","Sequanian"
"3579",3.3,4.15,"Meadow","Quaternary"
"3580",3.3,4.2,"Meadow","Quaternary"
"3581",3.3,4.25,"Meadow","Quaternary"
"3582",3.3,4.3,"Meadow","Quaternary"
"3583",3.3,4.35,"Meadow","Quaternary"
"3584",3.3,4.4,"Meadow","Quaternary"
"3585",3.3,4.45,"Meadow","Quaternary"
"3586",3.3,4.5,"Meadow","Quaternary"
"3587",3.3,4.55,"Meadow","Quaternary"
"3588",3.3,4.6,"Meadow","Quaternary"
"3589",3.3,4.65,"Pasture","Quaternary"
"3590",3.3,4.7,"Pasture","Quaternary"
"3591",3.3,4.75,"Pasture","Argovian"
"3592",3.3,4.8,"Pasture","Argovian"
"3593",3.3,4.85,"Pasture","Argovian"
"3594",3.3,4.9,"Pasture","Argovian"
"3595",3.3,4.95,"Pasture","Argovian"
"3596",3.3,5,"Pasture","Argovian"
"3597",3.3,5.05,"Pasture","Sequanian"
"3598",3.3,5.1,"Pasture","Sequanian"
"3599",3.3,5.15,"Meadow","Sequanian"
"3600",3.3,5.2,"Meadow","Sequanian"
"3601",3.3,5.25,"Meadow","Sequanian"
"3602",3.3,5.3,"Tillage","Quaternary"
"3603",3.3,5.35,"Tillage","Quaternary"
"3604",3.3,5.4,"Meadow","Kimmeridgian"
"3605",3.3,5.45,"Meadow","Kimmeridgian"
"3606",3.3,5.5,"Meadow","Kimmeridgian"
"3607",3.35,0.8,"Meadow","Kimmeridgian"
"3608",3.35,0.85,"Pasture","Kimmeridgian"
"3609",3.35,0.9,"Pasture","Kimmeridgian"
"3610",3.35,0.95,"Pasture","Kimmeridgian"
"3611",3.35,1,"Pasture","Sequanian"
"3612",3.35,1.05,"Pasture","Sequanian"
"3613",3.35,1.1,"Meadow","Sequanian"
"3614",3.35,1.15,"Meadow","Sequanian"
"3615",3.35,1.2,"Pasture","Sequanian"
"3616",3.35,1.25,"Pasture","Sequanian"
"3617",3.35,1.3,"Pasture","Sequanian"
"3618",3.35,1.35,"Meadow","Sequanian"
"3619",3.35,1.4,"Meadow","Sequanian"
"3620",3.35,1.45,"Meadow","Sequanian"
"3621",3.35,1.5,"Meadow","Sequanian"
"3622",3.35,1.55,"Meadow","Sequanian"
"3623",3.35,1.6,"Meadow","Sequanian"
"3624",3.35,1.65,"Meadow","Sequanian"
"3625",3.35,1.7,"Meadow","Sequanian"
"3626",3.35,1.75,"Meadow","Sequanian"
"3627",3.35,1.8,"Meadow","Sequanian"
"3628",3.35,1.85,"Pasture","Kimmeridgian"
"3629",3.35,1.9,"Pasture","Kimmeridgian"
"3630",3.35,1.95,"Forest","Kimmeridgian"
"3631",3.35,2,"Forest","Kimmeridgian"
"3632",3.35,2.05,"Meadow","Kimmeridgian"
"3633",3.35,2.1,"Meadow","Kimmeridgian"
"3634",3.35,2.15,"Meadow","Quaternary"
"3635",3.35,2.2,"Meadow","Quaternary"
"3636",3.35,2.25,"Pasture","Quaternary"
"3637",3.35,2.3,"Pasture","Quaternary"
"3638",3.35,2.35,"Pasture","Quaternary"
"3639",3.35,2.4,"Pasture","Portlandian"
"3640",3.35,2.45,"Pasture","Portlandian"
"3641",3.35,2.5,"Forest","Portlandian"
"3642",3.35,2.55,"Forest","Kimmeridgian"
"3643",3.35,2.6,"Forest","Kimmeridgian"
"3644",3.35,2.65,"Meadow","Sequanian"
"3645",3.35,2.7,"Meadow","Sequanian"
"3646",3.35,2.75,"Meadow","Sequanian"
"3647",3.35,2.8,"Meadow","Sequanian"
"3648",3.35,2.85,"Meadow","Sequanian"
"3649",3.35,2.9,"Meadow","Quaternary"
"3650",3.35,2.95,"Meadow","Quaternary"
"3651",3.35,3,"Meadow","Quaternary"
"3652",3.35,3.05,"Meadow","Quaternary"
"3653",3.35,3.1,"Pasture","Quaternary"
"3654",3.35,3.15,"Pasture","Quaternary"
"3655",3.35,3.2,"Pasture","Quaternary"
"3656",3.35,3.25,"Pasture","Quaternary"
"3657",3.35,3.3,"Pasture","Kimmeridgian"
"3658",3.35,3.35,"Pasture","Kimmeridgian"
"3659",3.35,3.4,"Pasture","Kimmeridgian"
"3660",3.35,3.45,"Pasture","Kimmeridgian"
"3661",3.35,3.5,"Meadow","Kimmeridgian"
"3662",3.35,3.55,"Meadow","Kimmeridgian"
"3663",3.35,3.6,"Meadow","Kimmeridgian"
"3664",3.35,3.65,"Meadow","Kimmeridgian"
"3665",3.35,3.7,"Meadow","Kimmeridgian"
"3666",3.35,3.75,"Meadow","Kimmeridgian"
"3667",3.35,3.8,"Meadow","Kimmeridgian"
"3668",3.35,3.85,"Meadow","Kimmeridgian"
"3669",3.35,3.9,"Meadow","Sequanian"
"3670",3.35,3.95,"Meadow","Sequanian"
"3671",3.35,4,"Meadow","Sequanian"
"3672",3.35,4.05,"Meadow","Sequanian"
"3673",3.35,4.1,"Meadow","Sequanian"
"3674",3.35,4.15,"Meadow","Quaternary"
"3675",3.35,4.2,"Meadow","Quaternary"
"3676",3.35,4.25,"Meadow","Quaternary"
"3677",3.35,4.3,"Meadow","Quaternary"
"3678",3.35,4.35,"Meadow","Quaternary"
"3679",3.35,4.4,"Meadow","Quaternary"
"3680",3.35,4.45,"Meadow","Quaternary"
"3681",3.35,4.5,"Meadow","Quaternary"
"3682",3.35,4.55,"Meadow","Quaternary"
"3683",3.35,4.6,"Meadow","Quaternary"
"3684",3.35,4.65,"Pasture","Quaternary"
"3685",3.35,4.7,"Pasture","Quaternary"
"3686",3.35,4.75,"Pasture","Argovian"
"3687",3.35,4.8,"Pasture","Argovian"
"3688",3.35,4.85,"Pasture","Argovian"
"3689",3.35,4.9,"Pasture","Argovian"
"3690",3.35,4.95,"Pasture","Argovian"
"3691",3.35,5,"Pasture","Argovian"
"3692",3.35,5.05,"Pasture","Sequanian"
"3693",3.35,5.1,"Pasture","Sequanian"
"3694",3.35,5.15,"Meadow","Sequanian"
"3695",3.35,5.2,"Meadow","Sequanian"
"3696",3.35,5.25,"Meadow","Sequanian"
"3697",3.35,5.3,"Tillage","Quaternary"
"3698",3.35,5.35,"Tillage","Quaternary"
"3699",3.35,5.4,"Meadow","Kimmeridgian"
"3700",3.35,5.45,"Meadow","Kimmeridgian"
"3701",3.35,5.5,"Meadow","Kimmeridgian"
"3702",3.35,5.55,"Pasture","Kimmeridgian"
"3703",3.4,0.8,"Meadow","Kimmeridgian"
"3704",3.4,0.85,"Pasture","Kimmeridgian"
"3705",3.4,0.9,"Pasture","Kimmeridgian"
"3706",3.4,0.95,"Pasture","Kimmeridgian"
"3707",3.4,1,"Pasture","Sequanian"
"3708",3.4,1.05,"Pasture","Sequanian"
"3709",3.4,1.1,"Pasture","Sequanian"
"3710",3.4,1.15,"Pasture","Sequanian"
"3711",3.4,1.2,"Pasture","Sequanian"
"3712",3.4,1.25,"Pasture","Sequanian"
"3713",3.4,1.3,"Meadow","Sequanian"
"3714",3.4,1.35,"Meadow","Sequanian"
"3715",3.4,1.4,"Meadow","Sequanian"
"3716",3.4,1.45,"Meadow","Sequanian"
"3717",3.4,1.5,"Meadow","Sequanian"
"3718",3.4,1.55,"Meadow","Sequanian"
"3719",3.4,1.6,"Tillage","Sequanian"
"3720",3.4,1.65,"Tillage","Sequanian"
"3721",3.4,1.7,"Meadow","Sequanian"
"3722",3.4,1.75,"Meadow","Sequanian"
"3723",3.4,1.8,"Pasture","Sequanian"
"3724",3.4,1.85,"Pasture","Kimmeridgian"
"3725",3.4,1.9,"Pasture","Kimmeridgian"
"3726",3.4,1.95,"Pasture","Kimmeridgian"
"3727",3.4,2,"Pasture","Kimmeridgian"
"3728",3.4,2.05,"Pasture","Kimmeridgian"
"3729",3.4,2.1,"Meadow","Kimmeridgian"
"3730",3.4,2.15,"Meadow","Quaternary"
"3731",3.4,2.2,"Meadow","Quaternary"
"3732",3.4,2.25,"Pasture","Kimmeridgian"
"3733",3.4,2.3,"Pasture","Kimmeridgian"
"3734",3.4,2.35,"Pasture","Kimmeridgian"
"3735",3.4,2.4,"Pasture","Portlandian"
"3736",3.4,2.45,"Pasture","Portlandian"
"3737",3.4,2.5,"Forest","Portlandian"
"3738",3.4,2.55,"Meadow","Kimmeridgian"
"3739",3.4,2.6,"Meadow","Kimmeridgian"
"3740",3.4,2.65,"Meadow","Sequanian"
"3741",3.4,2.7,"Meadow","Sequanian"
"3742",3.4,2.75,"Meadow","Sequanian"
"3743",3.4,2.8,"Meadow","Sequanian"
"3744",3.4,2.85,"Meadow","Sequanian"
"3745",3.4,2.9,"Meadow","Sequanian"
"3746",3.4,2.95,"Meadow","Sequanian"
"3747",3.4,3,"Forest","Quaternary"
"3748",3.4,3.05,"Forest","Quaternary"
"3749",3.4,3.1,"Pasture","Quaternary"
"3750",3.4,3.15,"Pasture","Kimmeridgian"
"3751",3.4,3.2,"Pasture","Kimmeridgian"
"3752",3.4,3.25,"Pasture","Kimmeridgian"
"3753",3.4,3.3,"Pasture","Kimmeridgian"
"3754",3.4,3.35,"Pasture","Kimmeridgian"
"3755",3.4,3.4,"Pasture","Kimmeridgian"
"3756",3.4,3.45,"Pasture","Kimmeridgian"
"3757",3.4,3.5,"Meadow","Kimmeridgian"
"3758",3.4,3.55,"Meadow","Kimmeridgian"
"3759",3.4,3.6,"Pasture","Kimmeridgian"
"3760",3.4,3.65,"Pasture","Kimmeridgian"
"3761",3.4,3.7,"Pasture","Kimmeridgian"
"3762",3.4,3.75,"Pasture","Kimmeridgian"
"3763",3.4,3.8,"Meadow","Kimmeridgian"
"3764",3.4,3.85,"Meadow","Kimmeridgian"
